Language	Question	SPARQL
en	# In which year was Codeword: Christmas Socks released?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Codeword: Christmas Socks"" .
?story golem:datePublished ?date .
}"
en	# What's the publication year for Codeword: Christmas Socks?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Codeword: Christmas Socks"" .
?story golem:datePublished ?date .
}"
en	# When was the book Codeword: Christmas Socks released?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Codeword: Christmas Socks"" .
?story golem:datePublished ?date .
}"
en	When was Rump Roast (by enchanted_jae) published?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Rump Roast (by enchanted_jae)"" .
?story golem:datePublished ?date .
}"
en	What was the publication year of Rump Roast (by enchanted_jae)?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Rump Roast (by enchanted_jae)"" .
?story golem:datePublished ?date .
}"
en	"When did ""Rump Roast"" by enchanted_jae come out?  "	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Rump Roast (by enchanted_jae)"" .
?story golem:datePublished ?date .
}"
en	"What is the publication year for ""Rump Roast"" by enchanted_jae?  "	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Rump Roast (by enchanted_jae)"" .
?story golem:datePublished ?date .
}"
en	"When was ""Rump Roast"" released by enchanted_jae?  "	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Rump Roast (by enchanted_jae)"" .
?story golem:datePublished ?date .
}"
en	What year was Rump Roast (by enchanted_jae) published?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Rump Roast (by enchanted_jae)"" .
?story golem:datePublished ?date .
}"
en	When was crave published?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""crave"" .
?story golem:datePublished ?date .
}"
en	When was the movie released?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""crave"" .
?story golem:datePublished ?date .
}"
en	What year was Crave released?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""crave"" .
?story golem:datePublished ?date .
}"
en	Was Crave published in what year?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""crave"" .
?story golem:datePublished ?date .
}"
en	When did they put out Crave?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""crave"" .
?story golem:datePublished ?date .
}"
en	When was Crave first available?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""crave"" .
?story golem:datePublished ?date .
}"
en	When was You Caused Me Pain (So I Did The Same) published?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""You Caused Me Pain (So I Did The Same)"" .
?story golem:datePublished ?date .
}"
en	When was Oh To Be Lonely at Christmas published?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Oh To Be Lonely at Christmas"" .
?story golem:datePublished ?date .
}"
en	When was Those Dead Eyes (Harry Potter) published?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Those Dead Eyes (Harry Potter)"" .
?story golem:datePublished ?date .
}"
en	"When was ""Those Dead Eyes"" (Harry Potter) published?  "	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Those Dead Eyes (Harry Potter)"" .
?story golem:datePublished ?date .
}"
en	What was the publication year of Those Dead Eyes in the Harry Potter series?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Those Dead Eyes (Harry Potter)"" .
?story golem:datePublished ?date .
}"
en	Is there a known release date for Those Dead Eyes as part of the Harry Potter books?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Those Dead Eyes (Harry Potter)"" .
?story golem:datePublished ?date .
}"
en	Can you provide the publication details for Those Dead Eyes within the Harry Potter context?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Those Dead Eyes (Harry Potter)"" .
?story golem:datePublished ?date .
}"
en	When did Those Dead Eyes officially come out in the Harry Potter timeline?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Those Dead Eyes (Harry Potter)"" .
?story golem:datePublished ?date .
}"
en	When was I Just Want... published?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""I Just Want..."" .
?story golem:datePublished ?date .
}"
en	What was the publication year of [ [story] ]?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""I Just Want..."" .
?story golem:datePublished ?date .
}"
en	When did [ [story] ] come out?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""I Just Want..."" .
?story golem:datePublished ?date .
}"
en	What is the release date for [ [story] ]?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""I Just Want..."" .
?story golem:datePublished ?date .
}"
en	How long ago was [ [story] ] published?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""I Just Want..."" .
?story golem:datePublished ?date .
}"
en	In what year was [ [story] ] released?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""I Just Want..."" .
?story golem:datePublished ?date .
}"
en	When was Tea and a Biscuit published?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Tea and a Biscuit"" .
?story golem:datePublished ?date .
}"
en	"When did ""Tea and a Biscuit"" get published?  "	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Tea and a Biscuit"" .
?story golem:datePublished ?date .
}"
en	What was the publication date of Tea and a Biscuit?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Tea and a Biscuit"" .
?story golem:datePublished ?date .
}"
en	When was Tea and a Biscuit released?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Tea and a Biscuit"" .
?story golem:datePublished ?date .
}"
en	What time was Tea and a Biscuit published?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Tea and a Biscuit"" .
?story golem:datePublished ?date .
}"
en	When did the story Tea and a Biscuit come out?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""Tea and a Biscuit"" .
?story golem:datePublished ?date .
}"
en	When was grab the kitchen scissors published?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""grab the kitchen scissors"" .
?story golem:datePublished ?date .
}"
en	What year was grab the kitchen scissors published?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""grab the kitchen scissors"" .
?story golem:datePublished ?date .
}"
en	When did it come out?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""grab the kitchen scissors"" .
?story golem:datePublished ?date .
}"
en	What is the release date of grab the kitchen scissors?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""grab the kitchen scissors"" .
?story golem:datePublished ?date .
}"
en	Its publication year is...  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""grab the kitchen scissors"" .
?story golem:datePublished ?date .
}"
en	When was grab the kitchen scissors released?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""grab the kitchen scissors"" .
?story golem:datePublished ?date .
}"
en	When was It Takes A Little Mistletoe published?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""It Takes A Little Mistletoe"" .
?story golem:datePublished ?date .
}"
en	What year was It Takes A Little Mistletoe released?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""It Takes A Little Mistletoe"" .
?story golem:datePublished ?date .
}"
en	When did It Takes A Little Mistletoe come out?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""It Takes A Little Mistletoe"" .
?story golem:datePublished ?date .
}"
en	In what year was the book It Takes A Little Mistletoe published?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""It Takes A Little Mistletoe"" .
?story golem:datePublished ?date .
}"
en	What was the publication year of It Takes A Little Mistletoe?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""It Takes A Little Mistletoe"" .
?story golem:datePublished ?date .
}"
en	The book It Takes A Little Mistletoe was released in which year?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?date
WHERE { 
?story golem:title ""It Takes A Little Mistletoe"" .
?story golem:datePublished ?date .
}"
en	What is the most recently uploaded story?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:datePublished ?date .
?story golem:title ?title .
}
ORDER BY DESC(?date)
LIMIT 1"
en	What is the latest story that has been uploaded?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:datePublished ?date .
?story golem:title ?title .
}
ORDER BY DESC(?date)
LIMIT 1"
en	Can you tell me what the most recent story is?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:datePublished ?date .
?story golem:title ?title .
}
ORDER BY DESC(?date)
LIMIT 1"
en	What's the newest story available?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:datePublished ?date .
?story golem:title ?title .
}
ORDER BY DESC(?date)
LIMIT 1"
en	How do you find the most recently added story?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:datePublished ?date .
?story golem:title ?title .
}
ORDER BY DESC(?date)
LIMIT 1"
en	Where can I locate the latest uploaded story?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:datePublished ?date .
?story golem:title ?title .
}
ORDER BY DESC(?date)
LIMIT 1"
en	What stories were posted in 2015?	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:datePublished ?date .
?story golem:title ?title .
FILTER(YEAR(xsd:datetime(?date))=2015) .
}"
en	What entries did people share in 2015?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:datePublished ?date .
?story golem:title ?title .
FILTER(YEAR(xsd:datetime(?date))=2015) .
}"
en	What posts were made during 2015?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:datePublished ?date .
?story golem:title ?title .
FILTER(YEAR(xsd:datetime(?date))=2015) .
}"
en	Were there any notable stories from 2015?  	"prefix golem: <https://golemlab.eu/graph/> 
prefix dc: <http://purl.org/dc/terms/>
prefix gc: <https://ontology.golemlab.eu/>

SELECT DISTINCT ?title
WHERE { 
?story golem:datePublished ?date .
?story golem:title ?title .
FILTER(YEAR(xsd:datetime(?date))=2015) .
}"
